bommie_number,siteCode,siteNumber,date,startTime,endTime,site,lat_start,lon_start,lat_end,lon_end,x_coord,y_coord,live_coral_total,dead_coral_total,turf_total,macroalgae_total,rock_total,invertebrate_total,number_total_points,proportion_live_coral,proportion_dead_coral,proportion_turf,proportion_macroalgae,proportion_rock,proportion_invertebrate,final_coralSpecies,depth,height,length,width,circumference,depth_to_benthos,L_onLive,L_onDead,D_liveOnLive,D_liveOnDead,D_deadOnLive,D_deadOnDead,tridacna,spirobranchus,total_L,total_live_D,total_D,density_L_onLive,density_L_onDead,density_D_liveOnLive,density_D_liveOnDead,density_D_deadOnLive,density_D_deadOnDead,density_tridacna,density_spirobranchus,density_total_L,density_total_live_D,density_total_D,percent_N_jan,percent_N_may,percent_N_aug,jan_d15,may_d15,aug_d15,avg_speed,avg_speed_offshore,distanceOutBay,L_onLive_diameter,L_onDead_diameter,D_onLive_diameter,D_onDead_diameter,notes,collector1,collector2,collector3,,,,,,,,,,,,,,,,,,,,,,,
4,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,21,-8,14,0,19,18,0,0,51,0.275,0,0.373,0.353,0,0,Porites lobata,106,35,70,54,146,141,0,1,0,1,0,1,0,0,1,1,2,0,0.027,0,0.027,0,0.027,0,0,0.02,0.02,0.039,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,2,,,,2,2,2,,,,,,,,2,,,,2,2,2,,Ethan Kahn,Natalie Loftus
4,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,21,-8,14,0,19,18,0,0,51,0.275,0,0.373,0.353,0,0,Porites lobata,106,35,70,54,146,141,0,1,0,1,0,1,0,0,1,1,2,0,0.027,0,0.027,0,0.027,0,0,0.02,0.02,0.039,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,2,,,,2,2,2,,,,,,,,2,,,,2,2,2,,Ethan Kahn,Natalie Loftus
4,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,21,-8,14,0,19,18,0,0,51,0.275,0,0.373,0.353,0,0,Porites lobata,106,35,70,54,146,141,0,1,0,1,0,1,0,0,1,1,2,0,0.027,0,0.027,0,0.027,0,0,0.02,0.02,0.039,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,2,,,,2,2,2,,,,,,,,2,,,,2,2,2,,Ethan Kahn,Natalie Loftus
5,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,23,-4,1,0,0,0,0,0,1,1,0,0,0,0,0,Porites lobata,155,10,11,9,29,165,0,0,1,0,0,0,0,0,0,1,1,0,,1,,0,,0,0,0,1,1,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,1.4,,,,1.4,1.4,1.4,,,,,,,,,Ethan Kahn,Natalie Loftus
5,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,23,-4,1,0,0,0,0,0,1,1,0,0,0,0,0,Porites lobata,155,10,11,9,29,165,0,0,1,0,0,0,0,0,0,1,1,0,,1,,0,,0,0,0,1,1,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,1.4,,,,1.4,1.4,1.4,,,,,,,,,Ethan Kahn,Natalie Loftus
5,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,23,-4,1,0,0,0,0,0,1,1,0,0,0,0,0,Porites lobata,155,10,11,9,29,165,0,0,1,0,0,0,0,0,0,1,1,0,,1,,0,,0,0,0,1,1,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,1.4,,,,1.4,1.4,1.4,,,,,,,,,Ethan Kahn,Natalie Loftus
5,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,23,-4,1,0,0,0,0,0,1,1,0,0,0,0,0,Porites lobata,155,10,11,9,29,165,0,0,1,0,0,0,0,0,0,1,1,0,,1,,0,,0,0,0,1,1,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,1.4,,,,1.4,1.4,1.4,,,,,,,,,Ethan Kahn,Natalie Loftus
6,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,24,-4,73,0,6,0,1,0,80,0.913,0,0.075,0,0.013,0,Porites lobata,82,62,61,56,177,144,1,0,6,6,0,0,1,0,1,12,12,0.014,0,0.082,0.857,0,0,0.013,0,0.013,0.15,0.15,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,2.1,,,,2.1,2.1,2.1,,,,,,,,3,3,2,5.2,3.3,5.2,2,2,3.1,3,2.1,2.55,3.1,2,,Ethan Kahn,Natalie Loftus
6,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,24,-4,73,0,6,0,1,0,80,0.913,0,0.075,0,0.013,0,Porites lobata,82,62,61,56,177,144,1,0,6,6,0,0,1,0,1,12,12,0.014,0,0.082,0.857,0,0,0.013,0,0.013,0.15,0.15,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,2.1,,,,2.1,2.1,2.1,,,,,,,,3,3,2,5.2,3.3,5.2,2,2,3.1,3,2.1,2.55,3.1,2,,Ethan Kahn,Natalie Loftus
6,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,24,-4,73,0,6,0,1,0,80,0.913,0,0.075,0,0.013,0,Porites lobata,82,62,61,56,177,144,1,0,6,6,0,0,1,0,1,12,12,0.014,0,0.082,0.857,0,0,0.013,0,0.013,0.15,0.15,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,2.1,,,,2.1,2.1,2.1,,,,,,,,3,3,2,5.2,3.3,5.2,2,2,3.1,3,2.1,2.55,3.1,2,,Ethan Kahn,Natalie Loftus
6,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,24,-4,73,0,6,0,1,0,80,0.913,0,0.075,0,0.013,0,Porites lobata,82,62,61,56,177,144,1,0,6,6,0,0,1,0,1,12,12,0.014,0,0.082,0.857,0,0,0.013,0,0.013,0.15,0.15,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,2.1,,,,2.1,2.1,2.1,,,,,,,,3,3,2,5.2,3.3,5.2,2,2,3.1,3,2.1,2.55,3.1,2,,Ethan Kahn,Natalie Loftus
7,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,34,-9,6,0,40,17,0,0,63,0.095,0,0.635,0.27,0,0,Porites lobata,128,33,96,85,241,161,0,5,7,15,0,33,1,2,5,22,55,0,0.088,1.167,0.263,0,0.579,0.016,0.032,0.079,0.349,0.873,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,3.1,5.2,2.5,5.2,4,5.2,2.5,1.4,2.1,1.3,4.1,2.225,4.1,1.3,4.2,2,2.1,4.2,3.125,4.2,2,,Ethan Kahn,Natalie Loftus
7,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,34,-9,6,0,40,17,0,0,63,0.095,0,0.635,0.27,0,0,Porites lobata,128,33,96,85,241,161,0,5,7,15,0,33,1,2,5,22,55,0,0.088,1.167,0.263,0,0.579,0.016,0.032,0.079,0.349,0.873,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,3.1,5.2,2.5,5.2,4,5.2,2.5,1.4,2.1,1.3,4.1,2.225,4.1,1.3,4.2,2,2.1,4.2,3.125,4.2,2,,Ethan Kahn,Natalie Loftus
7,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,34,-9,6,0,40,17,0,0,63,0.095,0,0.635,0.27,0,0,Porites lobata,128,33,96,85,241,161,0,5,7,15,0,33,1,2,5,22,55,0,0.088,1.167,0.263,0,0.579,0.016,0.032,0.079,0.349,0.873,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,3.1,5.2,2.5,5.2,4,5.2,2.5,1.4,2.1,1.3,4.1,2.225,4.1,1.3,4.2,2,2.1,4.2,3.125,4.2,2,,Ethan Kahn,Natalie Loftus
7,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,34,-9,6,0,40,17,0,0,63,0.095,0,0.635,0.27,0,0,Porites lobata,128,33,96,85,241,161,0,5,7,15,0,33,1,2,5,22,55,0,0.088,1.167,0.263,0,0.579,0.016,0.032,0.079,0.349,0.873,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,3.1,5.2,2.5,5.2,4,5.2,2.5,1.4,2.1,1.3,4.1,2.225,4.1,1.3,4.2,2,2.1,4.2,3.125,4.2,2,,Ethan Kahn,Natalie Loftus
8,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,47,1,2,0,0,0,0,0,2,1,0,0,0,0,0,Porites lobata,131,18,20,14,51,149,1,0,4,0,0,0,0,0,1,4,4,0.5,,2,,0,,0,0,0.5,2,2,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,0.2,,,,0.2,0.2,0.2,,,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,,,,Ethan Kahn,Natalie Loftus
8,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,47,1,2,0,0,0,0,0,2,1,0,0,0,0,0,Porites lobata,131,18,20,14,51,149,1,0,4,0,0,0,0,0,1,4,4,0.5,,2,,0,,0,0,0.5,2,2,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,0.2,,,,0.2,0.2,0.2,,,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,,,,Ethan Kahn,Natalie Loftus
8,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,47,1,2,0,0,0,0,0,2,1,0,0,0,0,0,Porites lobata,131,18,20,14,51,149,1,0,4,0,0,0,0,0,1,4,4,0.5,,2,,0,,0,0,0.5,2,2,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,0.2,,,,0.2,0.2,0.2,,,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,,,,Ethan Kahn,Natalie Loftus
8,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,47,1,2,0,0,0,0,0,2,1,0,0,0,0,0,Porites lobata,131,18,20,14,51,149,1,0,4,0,0,0,0,0,1,4,4,0.5,,2,,0,,0,0,0.5,2,2,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,0.2,,,,0.2,0.2,0.2,,,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,,,,Ethan Kahn,Natalie Loftus
9,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,50,-7,3,0,15,7,0,0,25,0.12,0,0.6,0.28,0,0,Porites lobata,144,19,71,60,162,163,0,2,4,3,0,6,0,0,2,7,13,0,0.091,1.333,0.136,0,0.273,0,0,0.08,0.28,0.52,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,3.2,5.2,,,4.2,5.2,3.2,2.4,2,2.5,2.5,2.35,2.5,2,2.5,1.4,1.4,,1.766666667,2.5,1.4,,Ethan Kahn,Natalie Loftus
9,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,50,-7,3,0,15,7,0,0,25,0.12,0,0.6,0.28,0,0,Porites lobata,144,19,71,60,162,163,0,2,4,3,0,6,0,0,2,7,13,0,0.091,1.333,0.136,0,0.273,0,0,0.08,0.28,0.52,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,3.2,5.2,,,4.2,5.2,3.2,2.4,2,2.5,2.5,2.35,2.5,2,2.5,1.4,1.4,,1.766666667,2.5,1.4,,Ethan Kahn,Natalie Loftus
9,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,50,-7,3,0,15,7,0,0,25,0.12,0,0.6,0.28,0,0,Porites lobata,144,19,71,60,162,163,0,2,4,3,0,6,0,0,2,7,13,0,0.091,1.333,0.136,0,0.273,0,0,0.08,0.28,0.52,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,3.2,5.2,,,4.2,5.2,3.2,2.4,2,2.5,2.5,2.35,2.5,2,2.5,1.4,1.4,,1.766666667,2.5,1.4,,Ethan Kahn,Natalie Loftus
9,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,50,-7,3,0,15,7,0,0,25,0.12,0,0.6,0.28,0,0,Porites lobata,144,19,71,60,162,163,0,2,4,3,0,6,0,0,2,7,13,0,0.091,1.333,0.136,0,0.273,0,0,0.08,0.28,0.52,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,3.2,5.2,,,4.2,5.2,3.2,2.4,2,2.5,2.5,2.35,2.5,2,2.5,1.4,1.4,,1.766666667,2.5,1.4,,Ethan Kahn,Natalie Loftus
10,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,50,-6,11,0,0,0,0,0,11,1,0,0,0,0,0,Porites lobata,116,48,23,20,54,164,0,0,0,1,0,0,0,0,0,1,1,0,,0,,0,,0,0,0,0.091,0.091,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,,,,,,,,2.5,,,,2.5,2.5,2.5,,Ethan Kahn,Natalie Loftus
10,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,50,-6,11,0,0,0,0,0,11,1,0,0,0,0,0,Porites lobata,116,48,23,20,54,164,0,0,0,1,0,0,0,0,0,1,1,0,,0,,0,,0,0,0,0.091,0.091,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,,,,,,,,2.5,,,,2.5,2.5,2.5,,Ethan Kahn,Natalie Loftus
10,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,50,-6,11,0,0,0,0,0,11,1,0,0,0,0,0,Porites lobata,116,48,23,20,54,164,0,0,0,1,0,0,0,0,0,1,1,0,,0,,0,,0,0,0,0.091,0.091,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,,,,,,,,2.5,,,,2.5,2.5,2.5,,Ethan Kahn,Natalie Loftus
10,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,50,-6,11,0,0,0,0,0,11,1,0,0,0,0,0,Porites lobata,116,48,23,20,54,164,0,0,0,1,0,0,0,0,0,1,1,0,,0,,0,,0,0,0,0.091,0.091,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,,,,,,,,2.5,,,,2.5,2.5,2.5,,Ethan Kahn,Natalie Loftus
11,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,6,4,37,12,0,0,3,1,53,0.698,0.226,0,0,0.057,0.019,Porites lobata,116,44,51,49,159,160,0,0,19,0,1,0,0,0,0,19,20,0,0,0.514,0,0.027,0,0,0,0,0.358,0.377,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,4.3,4.4,4,6,4.7,6,4,,,,,,,,(one big dendro),Ellie Fox,Zoe Fu-Chen
11,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,6,4,37,12,0,0,3,1,53,0.698,0.226,0,0,0.057,0.019,Porites lobata,116,44,51,49,159,160,0,0,19,0,1,0,0,0,0,19,20,0,0,0.514,0,0.027,0,0,0,0,0.358,0.377,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,4.3,4.4,4,6,4.7,6,4,,,,,,,,(one big dendro),Ellie Fox,Zoe Fu-Chen
11,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,6,4,37,12,0,0,3,1,53,0.698,0.226,0,0,0.057,0.019,Porites lobata,116,44,51,49,159,160,0,0,19,0,1,0,0,0,0,19,20,0,0,0.514,0,0.027,0,0,0,0,0.358,0.377,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,4.3,4.4,4,6,4.7,6,4,,,,,,,,(one big dendro),Ellie Fox,Zoe Fu-Chen
11,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,6,4,37,12,0,0,3,1,53,0.698,0.226,0,0,0.057,0.019,Porites lobata,116,44,51,49,159,160,0,0,19,0,1,0,0,0,0,19,20,0,0,0.514,0,0.027,0,0,0,0,0.358,0.377,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,4.3,4.4,4,6,4.7,6,4,,,,,,,,(one big dendro),Ellie Fox,Zoe Fu-Chen
12,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,8,9,8,0,16,19,0,0,43,0.186,0,0.372,0.442,0,0,Porites lobata,102,41,48,44,132,143,0,0,0,8,0,8,0,0,0,8,16,0,0,0,0.229,0,0.229,0,0,0,0.186,0.372,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,,,,,,,,4.5,5.5,5.5,3.8,4.8,5.5,3.8,,Ellie Fox,Zoe Fu-Chen
12,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,8,9,8,0,16,19,0,0,43,0.186,0,0.372,0.442,0,0,Porites lobata,102,41,48,44,132,143,0,0,0,8,0,8,0,0,0,8,16,0,0,0,0.229,0,0.229,0,0,0,0.186,0.372,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,,,,,,,,4.5,5.5,5.5,3.8,4.8,5.5,3.8,,Ellie Fox,Zoe Fu-Chen
12,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,8,9,8,0,16,19,0,0,43,0.186,0,0.372,0.442,0,0,Porites lobata,102,41,48,44,132,143,0,0,0,8,0,8,0,0,0,8,16,0,0,0,0.229,0,0.229,0,0,0,0.186,0.372,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,,,,,,,,4.5,5.5,5.5,3.8,4.8,5.5,3.8,,Ellie Fox,Zoe Fu-Chen
12,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,8,9,8,0,16,19,0,0,43,0.186,0,0.372,0.442,0,0,Porites lobata,102,41,48,44,132,143,0,0,0,8,0,8,0,0,0,8,16,0,0,0,0.229,0,0.229,0,0,0,0.186,0.372,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,,,,,,,,4.5,5.5,5.5,3.8,4.8,5.5,3.8,,Ellie Fox,Zoe Fu-Chen
13,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,9,8,66,7,0,5,0,1,79,0.835,0.089,0,0.063,0,0.013,Porites lobata,99,73,80,61,236,172,67,0,34,0,1,1,1,3,67,34,36,1.015,0,0.515,0,0.015,0.077,0.013,0.038,0.848,0.43,0.456,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,2.5,3.4,3,1.4,2.6,3.4,1.4,,,,,,,,6,6,6,10.1,7,10.1,6,,,,,,,,,Ellie Fox,Zoe Fu-Chen
13,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,9,8,66,7,0,5,0,1,79,0.835,0.089,0,0.063,0,0.013,Porites lobata,99,73,80,61,236,172,67,0,34,0,1,1,1,3,67,34,36,1.015,0,0.515,0,0.015,0.077,0.013,0.038,0.848,0.43,0.456,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,2.5,3.4,3,1.4,2.6,3.4,1.4,,,,,,,,6,6,6,10.1,7,10.1,6,,,,,,,,,Ellie Fox,Zoe Fu-Chen
13,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,9,8,66,7,0,5,0,1,79,0.835,0.089,0,0.063,0,0.013,Porites lobata,99,73,80,61,236,172,67,0,34,0,1,1,1,3,67,34,36,1.015,0,0.515,0,0.015,0.077,0.013,0.038,0.848,0.43,0.456,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,2.5,3.4,3,1.4,2.6,3.4,1.4,,,,,,,,6,6,6,10.1,7,10.1,6,,,,,,,,,Ellie Fox,Zoe Fu-Chen
13,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,9,8,66,7,0,5,0,1,79,0.835,0.089,0,0.063,0,0.013,Porites lobata,99,73,80,61,236,172,67,0,34,0,1,1,1,3,67,34,36,1.015,0,0.515,0,0.015,0.077,0.013,0.038,0.848,0.43,0.456,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,2.5,3.4,3,1.4,2.6,3.4,1.4,,,,,,,,6,6,6,10.1,7,10.1,6,,,,,,,,,Ellie Fox,Zoe Fu-Chen
14,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,17,10,48,18,0,1,0,0,67,0.716,0.269,0,0.015,0,0,Porites lobata,132,50,56,53,156,182,17,6,9,9,3,4,0,0,23,18,25,0.354,0.316,0.188,0.474,0.063,0.211,0,0,0.343,0.269,0.373,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,3.4,5.5,2.2,2.2,3.3,5.5,2.2,6,6.2,4.3,8,6.1,8,4.3,5.4,4.3,4.3,3.4,4.4,5.4,3.4,5.7,5,3.8,3.3,4.5,5.7,3.3,,Ellie Fox,Zoe Fu-Chen
14,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,17,10,48,18,0,1,0,0,67,0.716,0.269,0,0.015,0,0,Porites lobata,132,50,56,53,156,182,17,6,9,9,3,4,0,0,23,18,25,0.354,0.316,0.188,0.474,0.063,0.211,0,0,0.343,0.269,0.373,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,3.4,5.5,2.2,2.2,3.3,5.5,2.2,6,6.2,4.3,8,6.1,8,4.3,5.4,4.3,4.3,3.4,4.4,5.4,3.4,5.7,5,3.8,3.3,4.5,5.7,3.3,,Ellie Fox,Zoe Fu-Chen
14,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,17,10,48,18,0,1,0,0,67,0.716,0.269,0,0.015,0,0,Porites lobata,132,50,56,53,156,182,17,6,9,9,3,4,0,0,23,18,25,0.354,0.316,0.188,0.474,0.063,0.211,0,0,0.343,0.269,0.373,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,3.4,5.5,2.2,2.2,3.3,5.5,2.2,6,6.2,4.3,8,6.1,8,4.3,5.4,4.3,4.3,3.4,4.4,5.4,3.4,5.7,5,3.8,3.3,4.5,5.7,3.3,,Ellie Fox,Zoe Fu-Chen
14,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,17,10,48,18,0,1,0,0,67,0.716,0.269,0,0.015,0,0,Porites lobata,132,50,56,53,156,182,17,6,9,9,3,4,0,0,23,18,25,0.354,0.316,0.188,0.474,0.063,0.211,0,0,0.343,0.269,0.373,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,3.4,5.5,2.2,2.2,3.3,5.5,2.2,6,6.2,4.3,8,6.1,8,4.3,5.4,4.3,4.3,3.4,4.4,5.4,3.4,5.7,5,3.8,3.3,4.5,5.7,3.3,,Ellie Fox,Zoe Fu-Chen
15,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,26,6,91,0,0,0,0,0,91,1,0,0,0,0,0,Porites lobata,117,50,63,61,218,167,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen
15,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,26,6,91,0,0,0,0,0,91,1,0,0,0,0,0,Porites lobata,117,50,63,61,218,167,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen
15,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,26,6,91,0,0,0,0,0,91,1,0,0,0,0,0,Porites lobata,117,50,63,61,218,167,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen
15,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,26,6,91,0,0,0,0,0,91,1,0,0,0,0,0,Porites lobata,117,50,63,61,218,167,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen
16,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.48103,-149.830566,27,3,12,52,0,0,0,0,64,0.188,0.813,0,0,0,0,Porites lobata,96,65,59,50,177,161,0,8,4,77,1,24,0,0,8,81,106,0,0.154,0.333,1.481,0.083,0.462,0,0,0.125,1.266,1.656,0.443,0.631,0.443,3.717,3.912,3.294,0.113964,0.157574,466,,,,,,,,4.4,4.4,5,5,4.7,5,4.4,4,4,3,6,4.3,6,3,4,4.3,5,4.6,4.5,5,4,,Ellie Fox,Zoe Fu-Chen
